GeneID	Entrez	Symbol	Description	Biotype	Chr	Start	End	Strand
ENSMUSG00000044197	80290	Gpr146	G protein-coupled receptor 146 [Source:MGI Symbol;Acc:MGI:1933113]	protein_coding	5	139377697	139396415	1
ENSMUSG00000045078	108086	Rnf216	E3 ubiquitin-protein ligase RNF216  [Source:UniProtKB/Swiss-Prot;Acc:P58283]	protein_coding	5	142990893	143112994	-1
ENSMUSG00000045345	NA	9530056K15Rik	RIKEN cDNA 9530056K15 gene [Source:MGI Symbol;Acc:MGI:2444456]	TEC	5	143397248	143399563	-1
ENSMUSG00000045348	243300	Nyap1	Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 1  [Source:UniProtKB/Swiss-Prot;Acc:Q6PFX7]	protein_coding	5	137729899	137741607	-1
ENSMUSG00000045438	68033	Cox19	Cytochrome c oxidase assembly protein COX19  [Source:UniProtKB/Swiss-Prot;Acc:Q8K0C8]	protein_coding	5	139336189	139351418	-1
ENSMUSG00000045482	100683	Trrap	transformation/transcription domain associated protein [Source:HGNC Symbol;Acc:HGNC:12347]	protein_coding	5	144767732	144859778	1
ENSMUSG00000045502	80885	Hcar2	Hydroxycarboxylic acid receptor 2  [Source:UniProtKB/Swiss-Prot;Acc:Q9EP66]	protein_coding	5	123863570	123865499	-1
ENSMUSG00000046245	231805	Pilra	Paired immunoglobulin-like type 2 receptor alpha  [Source:UniProtKB/Swiss-Prot;Acc:Q2YFS3]	protein_coding	5	137821952	137836281	-1
ENSMUSG00000046440	NA	Gm5564	predicted gene 5564 [Source:MGI Symbol;Acc:MGI:3645018]	processed_pseudogene	5	138504813	138505779	1
ENSMUSG00000046658	54201	Zfp316	zinc finger protein 316 [Source:MGI Symbol;Acc:MGI:1860402]	protein_coding	5	143249697	143270022	-1
ENSMUSG00000047182	16369	Irs3		protein_coding	5	137643031	137645714	-1
ENSMUSG00000047501	12740	Cldn4	Claudin-4  [Source:UniProtKB/Swiss-Prot;Acc:O35054]	protein_coding	5	134945119	134946934	-1
ENSMUSG00000047635	72650	2810006K23Rik	Probable peptide chain release factor C12orf65 homolog, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q80VP5]	protein_coding	5	124328089	124341844	1
ENSMUSG00000047843	55950	Bri3	Brain protein I3  [Source:UniProtKB/Swiss-Prot;Acc:P28662]	protein_coding	5	144244437	144446757	1
ENSMUSG00000048988	243312	Elfn1	Protein ELFN1  [Source:UniProtKB/Swiss-Prot;Acc:Q8C8T7]	protein_coding	5	139907943	139974722	1
ENSMUSG00000049241	243270	Hcar1	hydroxycarboxylic acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:4532]	protein_coding	5	123876736	123880020	-1
ENSMUSG00000049285	330216	Mblac1	Metallo-beta-lactamase domain-containing protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q8BWY4]	protein_coding	5	138194314	138195621	1
ENSMUSG00000049327	67956	Kmt5a	lysine methyltransferase 5A [Source:HGNC Symbol;Acc:HGNC:29489]	protein_coding	5	124439930	124462308	1
ENSMUSG00000049550	56430	Clip1	CAP-Gly domain-containing linker protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q922J3]	protein_coding	5	123577795	123684618	-1
ENSMUSG00000049551	14371	Fzd9	Frizzled-9  [Source:UniProtKB/Swiss-Prot;Acc:Q9R216]	protein_coding	5	135248938	135251230	-1
ENSMUSG00000049686	109305	Orai1	ORAI calcium release-activated calcium modulator 1 [Source:MGI Symbol;Acc:MGI:1925542]	protein_coding	5	123015074	123030456	1
ENSMUSG00000049971	319804	Glt1d1	Glycosyltransferase 1 domain-containing protein 1  [Source:UniProtKB/Swiss-Prot;Acc:A4FUP9]	protein_coding	5	127632262	127709374	1
ENSMUSG00000050022	231842	Amz1	Archaemetzincin-1  [Source:UniProtKB/Swiss-Prot;Acc:Q8BVF9]	protein_coding	5	140724127	140761439	1
ENSMUSG00000050552	66096	Lamtor4	Ragulator complex protein LAMTOR4 Ragulator complex protein LAMTOR4, N-terminally processed [Source:UniProtKB/Swiss-Prot;Acc:Q8CF66]	protein_coding	5	138255482	138259398	1
ENSMUSG00000050822	243328	Slc29a4	Equilibrative nucleoside transporter 4  [Source:UniProtKB/Swiss-Prot;Acc:Q8R139]	protein_coding	5	142692512	142722490	1
ENSMUSG00000051034	22648	Zfp11	zinc finger protein 11 [Source:MGI Symbol;Acc:MGI:99156]	protein_coding	5	129654593	129670099	-1
ENSMUSG00000051306	76800	Usp42	ubiquitin specific peptidase 42 [Source:MGI Symbol;Acc:MGI:1924050]	protein_coding	5	143710325	143732280	-1
ENSMUSG00000051391	22628	Ywhag	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide [Source:MGI Symbol;Acc:MGI:108109]	protein_coding	5	135908409	135934616	-1
ENSMUSG00000051502	70240	Ufsp1	UFM1-specific peptidase 1 [Source:MGI Symbol;Acc:MGI:1917490]	protein_coding	5	137294629	137295665	1
ENSMUSG00000051950	381694	B3glct	Beta-1,3-glucosyltransferase  [Source:UniProtKB/Swiss-Prot;Acc:Q8BHT6]	protein_coding	5	149678230	149762599	1
ENSMUSG00000052271	17341	Bhlha15	Class A basic helix-loop-helix protein 15  [Source:UniProtKB/Swiss-Prot;Acc:Q9QYC3]	protein_coding	5	144190286	144194441	1
ENSMUSG00000053094	71667	Tmem248	Transmembrane protein 248  [Source:UniProtKB/Swiss-Prot;Acc:Q3TBN1]	protein_coding	5	130217081	130243765	1
ENSMUSG00000053293	107939	Pom121	nuclear pore membrane protein 121 [Source:MGI Symbol;Acc:MGI:2137624]	protein_coding	5	135376141	135394546	-1
ENSMUSG00000053553	73212	3110082I17Rik	Uncharacterized   [Source:UniProtKB/Swiss-Prot;Acc:Q9CXL3]	protein_coding	5	139359739	139460527	-1
ENSMUSG00000053581	100494	Zfand2a	zinc finger, AN1-type domain 2A [Source:MGI Symbol;Acc:MGI:2140729]	protein_coding	5	139471211	139484549	-1
ENSMUSG00000053647	76854	Gper1	G protein-coupled estrogen receptor 1 [Source:MGI Symbol;Acc:MGI:1924104]	protein_coding	5	139423151	139427800	1
ENSMUSG00000054434	330189	Tmem120b	Transmembrane protein 120B  [Source:UniProtKB/Swiss-Prot;Acc:Q3TA38]	protein_coding	5	123068415	123117749	1
ENSMUSG00000054622	NA	D730045B01Rik		lincRNA	5	151367720	151428210	-1
ENSMUSG00000054909	NA	Wbscr25	Williams Beuren syndrome chromosome region 25 (human) [Source:MGI Symbol;Acc:MGI:1918554]	antisense	5	134987433	135001350	-1
ENSMUSG00000055991	22757	Zkscan5	zinc finger with KRAB and SCAN domains 5 [Source:MGI Symbol;Acc:MGI:107533]	protein_coding	5	145204562	145221750	1
ENSMUSG00000056014	243308	A430033K04Rik	RIKEN cDNA A430033K04 gene [Source:MGI Symbol;Acc:MGI:3583896]	protein_coding	5	138622859	138652414	1
ENSMUSG00000056076	27979	Eif3b	Eukaryotic translation initiation factor 3 subunit B  [Source:UniProtKB/Swiss-Prot;Acc:Q8JZQ9]	protein_coding	5	140419328	140443360	1
ENSMUSG00000056310	100929	Tyw1	tRNA-yW synthesizing protein 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2141161]	protein_coding	5	130255619	130341563	1
ENSMUSG00000056413	231821	Adap1	ArfGAP with dual PH domains 1 [Source:MGI Symbol;Acc:MGI:2442201]	protein_coding	5	139271876	139325622	-1
ENSMUSG00000056493	17425	Foxk1	Forkhead box protein K1  [Source:UniProtKB/Swiss-Prot;Acc:P42128]	protein_coding	5	142401497	142462011	1
ENSMUSG00000056602	320365	Fry	FRY microtubule binding protein [Source:HGNC Symbol;Acc:HGNC:20367]	protein_coding	5	150118645	150497753	1
ENSMUSG00000056735	NA	A930024E05Rik	RIKEN cDNA A930024E05 gene [Source:MGI Symbol;Acc:MGI:1924414]	antisense	5	122989354	122998345	1
ENSMUSG00000056966	118446	Gjc3	gap junction protein, gamma 3 [Source:MGI Symbol;Acc:MGI:2153041]	protein_coding	5	137953461	137963098	-1
ENSMUSG00000057157	NA	Gm6054	predicted gene 6054 [Source:MGI Symbol;Acc:MGI:3645581]	processed_pseudogene	5	147408982	147409359	1
ENSMUSG00000057244	NA	Gm6139	predicted gene 6139 [Source:MGI Symbol;Acc:MGI:3643279]	processed_pseudogene	5	129622990	129623871	-1
ENSMUSG00000058291	24135	Zfp68	zinc finger protein 68 [Source:MGI Symbol;Acc:MGI:1344427]	protein_coding	5	138603652	138619761	-1
ENSMUSG00000058488	16591	Kl	Klotho Klotho peptide [Source:UniProtKB/Swiss-Prot;Acc:O35082]	protein_coding	5	150952607	150993817	1
ENSMUSG00000058905	NA	Gm10051	predicted pseudogene 10051 [Source:MGI Symbol;Acc:MGI:3641791]	processed_pseudogene	5	133475123	133475536	1
ENSMUSG00000059352	NA	Gm10064	predicted gene 10064 [Source:MGI Symbol;Acc:MGI:3645905]	processed_pseudogene	5	122697202	122697600	-1
ENSMUSG00000059518	70103	Znhit1	zinc finger, HIT domain containing 1 [Source:MGI Symbol;Acc:MGI:1917353]	protein_coding	5	136982164	136988021	-1
ENSMUSG00000059991	53324	Nptx2	Neuronal pentraxin-2  [Source:UniProtKB/Swiss-Prot;Acc:O70340]	protein_coding	5	144545902	144557478	1
ENSMUSG00000060063	11690	Alox5ap	Arachidonate 5-lipoxygenase-activating protein  [Source:UniProtKB/Swiss-Prot;Acc:P30355]	protein_coding	5	149264767	149288153	1
ENSMUSG00000060261	14886	Gtf2i	Mus musculusral transcription factor II I (Gtf2i), transcript variant 7, mRNA. [Source:RefSeq mRNA;Acc:NM_001359063]	protein_coding	5	134237834	134314760	-1
ENSMUSG00000060419	NA	Rps16-ps2	ribosomal protein S16, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3704259]	processed_pseudogene	5	129128077	129128517	-1
ENSMUSG00000061118	66114	Dnajc30	DnaJ homolog subfamily C member 30  [Source:UniProtKB/Swiss-Prot;Acc:P59041]	protein_coding	5	135064202	135065862	1
ENSMUSG00000061882	208908	Ccdc62	Coiled-coil domain-containing protein 62  [Source:UniProtKB/Swiss-Prot;Acc:E9PVD1]	protein_coding	5	123930679	123969895	1
ENSMUSG00000061898	57782	Rbak	Mus musculus RB-associated KRAB zinc finger (Rbak), transcript variant 3, mRNA. [Source:RefSeq mRNA;Acc:NM_001359235]	protein_coding	5	143172186	143180775	-1
ENSMUSG00000061979	94254	Rcc1l	reculator of chromosome condensation 1 like [Source:MGI Symbol;Acc:MGI:2137600]	protein_coding	5	134148054	134176774	-1
ENSMUSG00000063146	269713	Clip2	CAP-Gly domain-containing linker protein 2  [Source:UniProtKB/Swiss-Prot;Acc:Q9Z0H8]	protein_coding	5	134489383	134552434	-1
ENSMUSG00000063409	381741	Lrrc43	Leucine-rich repeat-containing protein 43  [Source:UniProtKB/Swiss-Prot;Acc:Q3V0L5]	protein_coding	5	123489305	123508205	1
ENSMUSG00000063739	NA	Gm4963	predicted gene 4963 [Source:MGI Symbol;Acc:MGI:3645168]	processed_pseudogene	5	137993047	137993424	-1
ENSMUSG00000064267	74096	Hvcn1	Mus musculus hydrogen voltage-gated channel 1 (Hvcn1), transcript variant 3, mRNA. [Source:RefSeq mRNA;Acc:NM_001359454]	protein_coding	5	122206804	122242297	1
ENSMUSG00000065191	NA	Gm23458	predicted gene, 23458 [Source:MGI Symbol;Acc:MGI:5453235]	snRNA	5	123360832	123361000	1
ENSMUSG00000065304	NA	Gm23245	predicted gene, 23245 [Source:MGI Symbol;Acc:MGI:5453022]	snoRNA	5	129789539	129789673	1
ENSMUSG00000065593	NA	Mir339	microRNA 339 [Source:MGI Symbol;Acc:MGI:3619354]	miRNA	5	139369650	139369745	-1
ENSMUSG00000066278	330192	Vps37b	vacuolar protein sorting 37B [Source:MGI Symbol;Acc:MGI:1916724]	protein_coding	5	124004641	124032270	-1
ENSMUSG00000066551	15289	Hmgb1	High mobility group protein B1  [Source:UniProtKB/Swiss-Prot;Acc:P63158]	protein_coding	5	149046702	149184489	-1
ENSMUSG00000066554	NA	Gm10167	predicted pseudogene 10167 [Source:MGI Symbol;Acc:MGI:3704263]	processed_pseudogene	5	148182899	148184377	-1
ENSMUSG00000066621	70381	Tecpr1	Tectonin beta-propeller repeat-containing protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q80VP0]	protein_coding	5	144194442	144223615	-1
ENSMUSG00000066640	231863	Fbxl18	F-box and leucine rich repeat protein 18 [Source:HGNC Symbol;Acc:HGNC:21874]	protein_coding	5	142866946	142895421	-1
ENSMUSG00000066682	545812	Pilrb2	Paired immunoglobulin-like type 2 receptor beta-2  [Source:UniProtKB/Swiss-Prot;Acc:Q2YFS1]	protein_coding	5	137865827	137871815	-1
ENSMUSG00000066684	170741	Pilrb1	Paired immunoglobulin-like type 2 receptor beta  [Source:UniProtKB/Swiss-Prot;Acc:Q2YFS2]	protein_coding	5	137852147	137858106	-1
ENSMUSG00000066735	69568	Vkorc1l1	vitamin K epoxide reductase complex, subunit 1-like 1 [Source:MGI Symbol;Acc:MGI:1916818]	protein_coding	5	129941970	129986692	1
ENSMUSG00000070419	622127	Cyp3a57	cytochrome P450, family 3, subfamily a, polypeptide 57 [Source:MGI Symbol;Acc:MGI:3646373]	protein_coding	5	145345279	145390926	1
ENSMUSG00000070420	666311	Zscan25	zinc finger and SCAN domain containing 25 [Source:MGI Symbol;Acc:MGI:3647079]	protein_coding	5	145280500	145291278	1
ENSMUSG00000070473	12739	Cldn3	Claudin-3  [Source:UniProtKB/Swiss-Prot;Acc:Q9Z0G9]	protein_coding	5	134986214	134987472	1
ENSMUSG00000070493	14004	Chchd2	Coiled-coil-helix-coiled-coil-helix domain-containing protein 2  [Source:UniProtKB/Swiss-Prot;Acc:Q9D1L0]	protein_coding	5	129881156	129887470	-1
ENSMUSG00000070498	208151	Tmem132b	transmembrane protein 132B [Source:HGNC Symbol;Acc:HGNC:29397]	protein_coding	5	125531774	125792583	1
ENSMUSG00000072576	NA	Gm16020	predicted gene 16020 [Source:MGI Symbol;Acc:MGI:3801865]	processed_pseudogene	5	134463240	134463449	1
ENSMUSG00000072591	NA	5930412G12Rik	RIKEN cDNA 5930412G12 gene [Source:MGI Symbol;Acc:MGI:2442398]	lincRNA	5	128579106	128600693	-1
ENSMUSG00000072612	NA	Gm10382		protein_coding	5	125389322	125390554	1
ENSMUSG00000074817	56522	Papolb	poly(A) polymerase beta [Source:HGNC Symbol;Acc:HGNC:15970]	protein_coding	5	142525838	142530076	-1
ENSMUSG00000075569	18861	Rsph10b	radial spoke head 10 homolog B (Chlamydomonas) [Source:MGI Symbol;Acc:MGI:1922386]	protein_coding	5	143933035	143985719	1
ENSMUSG00000075585	NA	6330403L08Rik	RIKEN cDNA 6330403L08 gene [Source:MGI Symbol;Acc:MGI:1917994]	antisense	5	138995056	139000577	1
ENSMUSG00000075591	NA	Gm10874		lincRNA	5	138363719	138388287	1
ENSMUSG00000079109	NA	Pms2	PMS1 homolog2, mismatch repair system component [Source:MGI Symbol;Acc:MGI:104288]	protein_coding	5	143909964	143933968	1
ENSMUSG00000079111	66913	Kdelr2	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2 [Source:MGI Symbol;Acc:MGI:1914163]	protein_coding	5	143403838	143421901	1
ENSMUSG00000079173	22635	Zan	zonadhesin [Source:MGI Symbol;Acc:MGI:106656]	protein_coding	5	137378637	137477064	-1
ENSMUSG00000079215	269704	Zfp664	zinc finger protein 664 [Source:MGI Symbol;Acc:MGI:2442505]	protein_coding	5	124862691	124902693	1
ENSMUSG00000079906	NA	Gm15846	predicted gene 15846 [Source:MGI Symbol;Acc:MGI:3801824]	processed_pseudogene	5	122438596	122438915	-1
ENSMUSG00000080002	NA	Gm5566	predicted pseudogene 5566 [Source:MGI Symbol;Acc:MGI:3648428]	processed_pseudogene	5	149660765	149661223	-1
ENSMUSG00000080836	NA	Gm6444	predicted gene 6444 [Source:MGI Symbol;Acc:MGI:3648226]	processed_pseudogene	5	123066242	123066699	1
ENSMUSG00000080893	NA	Gm15920	predicted gene 15920 [Source:MGI Symbol;Acc:MGI:3801934]	processed_pseudogene	5	130188395	130188796	1
ENSMUSG00000080935	NA	Got2-ps1	glutamatic-oxaloacetic transaminase 2, mitochondrial, pseudogene 1 [Source:MGI Symbol;Acc:MGI:104721]	processed_pseudogene	5	138364260	138365552	-1
ENSMUSG00000080957	NA	Gm15739	predicted gene 15739 [Source:MGI Symbol;Acc:MGI:3783181]	processed_pseudogene	5	146248551	146249422	1
ENSMUSG00000080972	NA	Gm16061	predicted gene 16061 [Source:MGI Symbol;Acc:MGI:3801920]	processed_pseudogene	5	135698163	135699019	-1
ENSMUSG00000081142	NA	Gm15497	predicted gene 15497 [Source:MGI Symbol;Acc:MGI:3782944]	processed_pseudogene	5	138610739	138611289	1
ENSMUSG00000081228	NA	Gm16089	predicted gene 16089 [Source:MGI Symbol;Acc:MGI:3801884]	processed_pseudogene	5	137615627	137615962	1
ENSMUSG00000081683	93897	Fzd10	Frizzled-10  [Source:UniProtKB/Swiss-Prot;Acc:Q8BKG4]	protein_coding	5	128600844	128604093	1
ENSMUSG00000082088	NA	Gm15753	predicted gene 15753 [Source:MGI Symbol;Acc:MGI:3783195]	unprocessed_pseudogene	5	137720354	137721740	-1
ENSMUSG00000082265	NA	Gm15547	predicted gene 15547 [Source:MGI Symbol;Acc:MGI:3782996]	processed_pseudogene	5	121530563	121530895	-1
ENSMUSG00000082532	NA	Rpl31-ps6	ribosomal protein L31, pseudogene 6 [Source:MGI Symbol;Acc:MGI:3783190]	processed_pseudogene	5	123466509	123466886	1
ENSMUSG00000083012	67238	Fam220a	Protein FAM220A  [Source:UniProtKB/Swiss-Prot;Acc:Q3ZN08]	protein_coding	5	143548706	143564531	1
ENSMUSG00000083382	NA	Gm6433	predicted gene 6433 [Source:MGI Symbol;Acc:MGI:3645394]	processed_pseudogene	5	141267581	141268455	-1
ENSMUSG00000083813	NA	Gm15502	predicted gene 15502 [Source:MGI Symbol;Acc:MGI:3782949]	processed_pseudogene	5	137896752	137896959	-1
ENSMUSG00000083909	NA	Gm15842	predicted gene 15842 [Source:MGI Symbol;Acc:MGI:3801843]	processed_pseudogene	5	122302422	122303039	1
ENSMUSG00000083988	NA	Rps10-ps4	ribosomal protein S10, pseudogene 4 [Source:MGI Symbol;Acc:MGI:3783077]	processed_pseudogene	5	147100562	147101053	-1
ENSMUSG00000084729	NA	Gm24139	predicted gene, 24139 [Source:MGI Symbol;Acc:MGI:5453916]	misc_RNA	5	134204469	134204756	1
ENSMUSG00000085042	NA	Abhd11os	abhydrolase domain containing 11, opposite strand [Source:MGI Symbol;Acc:MGI:1917062]	transcribed_unitary_pseudogene	5	135012114	135013253	-1
ENSMUSG00000085227	NA	6330418K02Rik	RIKEN cDNA 6330418K02 gene [Source:MGI Symbol;Acc:MGI:3697416]	antisense	5	138264043	138266661	1
ENSMUSG00000085433	NA	Gm16001	predicted gene 16001 [Source:MGI Symbol;Acc:MGI:3802119]	lincRNA	5	124111109	124112264	-1
ENSMUSG00000085957	214292	Syna	Syncytin-A Surface protein Transmembrane protein [Source:UniProtKB/Swiss-Prot;Acc:Q5G5D5]	protein_coding	5	134558146	134560171	-1
ENSMUSG00000085971	NA	Gm15411	predicted gene 15411 [Source:MGI Symbol;Acc:MGI:3705213]	processed_transcript	5	148995651	149015813	-1
ENSMUSG00000086610	NA	Gm15408	predicted gene 15408 [Source:MGI Symbol;Acc:MGI:3705101]	lincRNA	5	149006962	149012776	1
ENSMUSG00000086656	NA	Gm15701	predicted gene 15701 [Source:MGI Symbol;Acc:MGI:3783141]	antisense	5	136102604	136104436	-1
ENSMUSG00000086700	NA	Gm15747	predicted gene 15747 [Source:MGI Symbol;Acc:MGI:3783189]	antisense	5	123393649	123397957	-1
ENSMUSG00000086753	NA	Gm15751	predicted gene 15751 [Source:MGI Symbol;Acc:MGI:3783193]	sense_overlapping	5	123508395	123514011	1
ENSMUSG00000086873	NA	Gm15672	predicted gene 15672 [Source:MGI Symbol;Acc:MGI:3783114]	processed_transcript	5	139147576	139150693	-1
ENSMUSG00000086894	NA	Gm15708	predicted gene 15708 [Source:MGI Symbol;Acc:MGI:3783149]	sense_intronic	5	144277061	144280513	1
ENSMUSG00000086916	NA	Gm15903	predicted gene 15903 [Source:MGI Symbol;Acc:MGI:3802037]	sense_intronic	5	129727046	129731689	1
ENSMUSG00000087244	NA	Gm7284	predicted gene 7284 [Source:MGI Symbol;Acc:MGI:3647125]	unprocessed_pseudogene	5	136997386	136999294	1
ENSMUSG00000087248	NA	Gm16120	predicted gene 16120 [Source:MGI Symbol;Acc:MGI:3802132]	antisense	5	140207385	140210751	1
ENSMUSG00000087336	NA	Gm15860	predicted gene 15860 [Source:MGI Symbol;Acc:MGI:3801778]	antisense	5	123332726	123344437	-1
ENSMUSG00000087484	NA	2900089D17Rik	RIKEN cDNA 2900089D17 gene [Source:MGI Symbol;Acc:MGI:1914527]	antisense	5	144241690	144256186	-1
ENSMUSG00000087606	NA	Gm16121	predicted gene 16121 [Source:MGI Symbol;Acc:MGI:3802131]	antisense	5	140101199	140107591	1
ENSMUSG00000088008	NA	Gm25492	predicted gene, 25492 [Source:MGI Symbol;Acc:MGI:5455269]	scaRNA	5	135053988	135054116	-1
ENSMUSG00000088583	NA	Gm22965	predicted gene, 22965 [Source:MGI Symbol;Acc:MGI:5452742]	snRNA	5	122506789	122506889	1
ENSMUSG00000088650	NA	Gm24854	predicted gene, 24854 [Source:MGI Symbol;Acc:MGI:5454631]	snRNA	5	124717077	124717174	-1
ENSMUSG00000089889	NA	0610040B10Rik	RIKEN cDNA 0610040B10 gene [Source:MGI Symbol;Acc:MGI:1914922]	antisense	5	143329247	143332704	1
ENSMUSG00000089984	71176	Fbxo24	F-box only protein 24  [Source:UniProtKB/Swiss-Prot;Acc:Q9D417]	protein_coding	5	137612503	137629002	-1
ENSMUSG00000090086	NA	AI480526	expressed sequence AI480526 [Source:MGI Symbol;Acc:MGI:2140910]	lincRNA	5	123133723	123141666	-1
ENSMUSG00000090873	NA	Gm17112	predicted gene 17112 [Source:MGI Symbol;Acc:MGI:4937939]	antisense	5	137532423	137540718	1
ENSMUSG00000093413	NA	Snora15	small nucleolar RNA, H/ACA box 15 [Source:MGI Symbol;Acc:MGI:3819490]	snoRNA	5	129794546	129794676	1
ENSMUSG00000093445	231798	Lrch4	Leucine-rich repeat and calponin homology domain-containing protein 4  [Source:UniProtKB/Swiss-Prot;Acc:Q921G6]	protein_coding	5	137629121	137641099	1
ENSMUSG00000093720	NA	Gm20635	predicted gene 20635 [Source:MGI Symbol;Acc:MGI:5313082]	antisense	5	143390730	143403748	-1
ENSMUSG00000093910	330230	Zfp853	zinc finger protein 853 [Source:MGI Symbol;Acc:MGI:2685638]	protein_coding	5	143287038	143293623	-1
ENSMUSG00000094090	NA	Gm8494	predicted gene 8494 [Source:MGI Symbol;Acc:MGI:3645114]	processed_pseudogene	5	146574888	146576120	1
ENSMUSG00000094092	NA	Gm15921	predicted gene 15921 [Source:MGI Symbol;Acc:MGI:3801933]	processed_pseudogene	5	130208080	130208562	-1
ENSMUSG00000094504	384244	Gm5294		protein_coding	5	138820080	138821619	1
ENSMUSG00000094664	NA	Rpl35a-ps6	ribosomal protein L35A, pseudogene 6 [Source:MGI Symbol;Acc:MGI:3704258]	processed_pseudogene	5	123255481	123255813	-1
ENSMUSG00000094840	NA	Muc3a		protein_coding	5	137208813	137212389	-1
ENSMUSG00000095040	69282	1700001J03Rik	RIKEN cDNA 1700001J03 gene [Source:MGI Symbol;Acc:MGI:1916532]	protein_coding	5	146182441	146185304	-1
ENSMUSG00000095789	69034	Nupr1l	Mus musculus nuclear protein transcriptional regulator 1 like (Nupr1l), transcript variant 1, mRNA. [Source:RefSeq mRNA;Acc:NM_001359308]	protein_coding	5	129908540	129913789	1
ENSMUSG00000097191	NA	5730422E09Rik	RIKEN cDNA 5730422E09 gene [Source:MGI Symbol;Acc:MGI:1917793]	lincRNA	5	149119565	149184063	-1
ENSMUSG00000097287	NA	D130017N08Rik	RIKEN cDNA D130017N08 gene [Source:MGI Symbol;Acc:MGI:2443273]	lincRNA	5	143758354	143768575	1
ENSMUSG00000097321	NA	1700028E10Rik	RIKEN cDNA 1700028E10 gene [Source:MGI Symbol;Acc:MGI:1916713]	processed_transcript	5	151368675	151432118	1
ENSMUSG00000097559	NA	D430018E03Rik		sense_intronic	5	142874077	142878373	-1
